product_name,size,milk,temp,whip,serv_size_m_l,calories,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,fiber_g,sugar_g,caffeine_mg
Java Chip Frappuccino Blended,tall,two-percent milk,cold,without whip,354,240,4.5,3,0.1,5,180,47,2,44,75
Java Chip Frappuccino Blended,tall,two-percent milk,cold,with whip,354,330,12,8,0.3,35,190,51,2,47,75
Java Chip Frappuccino Blended,tall,whole milk,cold,without whip,354,250,5,3.5,0.1,10,180,47,2,44,75
Java Chip Frappuccino Blended,tall,whole milk,cold,with whip,354,340,13,9,0.3,35,190,51,2,47,75
Java Chip Frappuccino Blended,tall,soy milk,cold,without whip,354,230,4,2.5,0,0,180,46,2,42,75
Java Chip Frappuccino Blended,tall,soy milk,cold,with whip,354,320,12,7,0.3,30,180,50,2,45,75
Java Chip Frappuccino Blended,tall,coconut milk,cold,without whip,354,230,4.5,3.5,0,0,180,46,2,43,75
Java Chip Frappuccino Blended,tall,coconut milk,cold,with whip,354,320,13,9,0.3,30,180,50,2,46,75
Java Chip Frappuccino Blended,grande,non-fat milk,cold,without whip,473,320,4,3,0,0,250,68,2,63,110
Java Chip Frappuccino Blended,grande,non-fat milk,cold,with whip,473,440,15,10,0.4,45,260,72,2,67,110
Java Chip Frappuccino Blended,grande,two-percent milk,cold,without whip,473,340,6,4.5,0.1,10,260,58,2,63,110
Java Chip Frappuccino Blended,grande,two-percent milk,cold,with whip,473,460,17,11,0.4,50,270,72,2,66,110
Java Chip Frappuccino Blended,grande,whole milk,cold,without whip,473,350,7,5,0.1,10,250,68,2,63,110
Java Chip Frappuccino Blended,grande,whole milk,cold,with whip,473,470,18,12,0.5,50,260,72,2,66,110
Java Chip Frappuccino Blended,grande,soy milk,cold,without whip,473,330,6,3.5,0,0,250,66,3,61,110
Java Chip Frappuccino Blended,grande,soy milk,cold,with whip,473,450,17,10,0.4,40,260,71,3,64,110
Java Chip Frappuccino Blended,grande,coconut milk,cold,without whip,473,320,6,5,0,0,250,66,2,61,110
Java Chip Frappuccino Blended,grande,coconut milk,cold,with whip,473,440,17,12,0.4,40,260,71,3,66,110
Java Chip Frappuccino Blended,venti,non-fat milk,cold,without whip,709,440,6,4,0,5,340,91,3,85,145
Java Chip Frappuccino Blended,venti,non-fat milk,cold,with whip,709,560,17,11,0.4,45,350,96,3,89,145
Java Chip Frappuccino Blended,venti,two-percent milk,cold,without whip,709,460,8,6,0.2,10,350,91,3,85,145
Java Chip Frappuccino Blended,venti,two-percent milk,cold,with whip,709,580,20,13,0.5,55,360,96,3,88,145
Java Chip Frappuccino Blended,venti,whole milk,cold,without whip,709,480,10,7,0.2,15,340,91,3,85,145
Java Chip Frappuccino Blended,venti,whole milk,cold,with whip,709,600,22,14,0.5,55,360,96,3,88,145
Java Chip Frappuccino Blended,venti,soy milk,cold,without whip,709,450,8,4.5,0,0,340,89,4,81,145
Java Chip Frappuccino Blended,venti,soy milk,cold,with whip,709,570,19,11,0.4,40,350,93,4,85,145
Java Chip Frappuccino Blended,venti,coconut milk,cold,without whip,709,440,9,7,0,0,340,89,3,82,145
Java Chip Frappuccino Blended,venti,coconut milk,cold,with whip,709,560,20,14,0.4,40,350,94,3,87,145
Iced Caffè Mocha,tall,non-fat milk,cold,without whip,354,190,0.5,0.4,0,0,160,42,1,40,75
Iced Caffè Mocha,tall,non-fat milk,cold,with whip,354,270,9,5,0.2,30,170,45,1,42,75
Iced Caffè Mocha,tall,two-percent milk,cold,without whip,354,200,2,1.5,0.1,5,160,42,1,40,75
Iced Caffè Mocha,tall,two-percent milk,cold,with whip,354,280,10,6,0.3,35,170,44,1,42,75
Iced Caffè Mocha,tall,whole milk,cold,without whip,354,210,3,2,0.1,10,160,42,1,40,75
Iced Caffè Mocha,tall,whole milk,cold,with whip,354,290,11,7,0.3,35,170,44,1,42,75
Iced Caffè Mocha,tall,soy milk,cold,without whip,354,190,2,0.5,0,0,160,41,1,38,75
Iced Caffè Mocha,tall,soy milk,cold,with whip,354,270,10,5,0.2,30,160,43,1,40,75
Iced Caffè Mocha,tall,coconut milk,cold,without whip,354,190,2,2,0,0,160,41,1,39,75
Iced Caffè Mocha,tall,coconut milk,cold,with whip,354,270,10,7,0.2,30,160,43,1,41,75
Iced Caffè Mocha,grande,non-fat milk,cold,without whip,473,270,1,0.5,0,0,230,61,1,59,110
Iced Caffè Mocha,grande,non-fat milk,cold,with whip,473,390,12,8,0.3,45,240,65,1,61,110
Iced Caffè Mocha,grande,two-percent milk,cold,without whip,473,290,3,1.5,0.1,10,230,61,1,58,110
Iced Caffè Mocha,grande,two-percent milk,cold,with whip,473,400,14,9,0.4,50,240,65,1,61,110
Iced Caffè Mocha,grande,whole milk,cold,without whip,473,300,4,2.5,0.1,10,230,61,1,58,110
Iced Caffè Mocha,grande,whole milk,cold,with whip,473,410,15,9,0.4,50,240,65,1,61,110
Iced Caffè Mocha,grande,soy milk,cold,without whip,473,280,2.5,0.5,0,0,220,60,2,56,110
Iced Caffè Mocha,grande,soy milk,cold,with whip,473,390,14,8,0.3,40,230,63,2,58,110
Iced Caffè Mocha,grande,coconut milk,cold,without whip,473,270,3,2.5,0,0,220,60,1,57,110
Iced Caffè Mocha,grande,coconut milk,cold,with whip,473,390,14,9,0.3,40,230,63,1,60,110
Iced Caffè Mocha,venti,non-fat milk,cold,without whip,709,360,1,0.5,0,5,300,81,2,77,140
Iced Caffè Mocha,venti,non-fat milk,cold,with whip,709,480,12,8,0.3,45,320,84,2,80,140
Iced Caffè Mocha,venti,two-percent milk,cold,without whip,709,390,4,2.5,0.1,10,310,81,2,77,140
Iced Caffè Mocha,venti,two-percent milk,cold,with whip,709,500,15,9,0.5,55,320,84,2,80,140
Iced Caffè Mocha,venti,whole milk,cold,without whip,709,400,6,3.5,0.1,15,310,81,2,77,140
Iced Caffè Mocha,venti,whole milk,cold,with whip,709,520,17,10,0.5,55,320,84,2,80,140
Iced Caffè Mocha,venti,soy milk,cold,without whip,709,370,3.5,1,0,0,300,79,2,74,140
Iced Caffè Mocha,venti,soy milk,cold,with whip,709,490,15,8,0.3,40,310,82,2,76,140
Iced Caffè Mocha,venti,coconut milk,cold,without whip,709,360,4,3.5,0,0,300,79,2,75,140
Iced Caffè Mocha,venti,coconut milk,cold,with whip,709,470,15,11,0.3,40,310,82,2,78,140
Caffè Vanilla Frappuccino Light,tall,non-fat milk,cold,without whip,354,140,0.1,0.1,0,0,150,31,0,30,65
Caffè Vanilla Frappuccino Light,grande,non-fat milk,cold,without whip,473,190,0.1,0.1,0,0,210,43,0,41,95
Caffè Vanilla Frappuccino Light,venti,non-fat milk,cold,without whip,709,250,0.2,0.1,0,5,280,58,1,55,125
Caramel Frappuccino Light,tall,non-fat milk,cold,without whip,354,100,0.1,0,0,0,140,23,0,23,65
Caramel Frappuccino Light,grande,non-fat milk,cold,without whip,473,150,0.1,0.1,0,0,200,33,0,32,90
Caramel Frappuccino Light,venti,non-fat milk,cold,without whip,709,200,0.1,0.1,0,5,270,44,0,43,120
Coffee Frappuccino Light,tall,non-fat milk,cold,without whip,354,90,0.1,0,0,0,160,2,0,19,70
Coffee Frappuccino Light,grande,non-fat milk,cold,without whip,473,120,0.1,0.1,0,0,210,26,0,26,95
Coffee Frappuccino Light,venti,non-fat milk,cold,without whip,709,160,0.1,0.1,0,5,270,34,0,33,120
Espresso Frappuccino Light,tall,non-fat milk,cold,without whip,354,80,0,0,0,0,130,17,0,16,125
Espresso Frappuccino Light,grande,non-fat milk,cold,without whip,473,120,0.1,0,0,0,190,26,0,24,155
Espresso Frappuccino Light,venti,non-fat milk,cold,without whip,709,160,0.1,0.1,0,0,170,35,0,34,150
Java Chip Light Frappuccino,tall,non-fat milk,cold,without whip,354,160,3,2,0,0,170,30,2,27,75
Java Chip Light Frappuccino,grande,non-fat milk,cold,without whip,473,230,4,3,0,0,250,43,2,39,110
Java Chip Light Frappuccino,venti,non-fat milk,cold,without whip,709,300,5,4,0,5,330,58,3,52,140
Mocha Light Frappuccino,tall,non-fat milk,cold,without whip,354,120,0.5,0.4,0,0,150,24,1,23,70
Mocha Light Frappuccino,grande,non-fat milk,cold,without whip,473,160,1,0.5,0,0,200,33,1,30,95
Mocha Light Frappuccino,venti,non-fat milk,cold,without whip,709,220,1,0.5,0,5,290,46,2,42,130
Blended Strawberry Lemonade,tall,no milk,cold,without whip,354,160,0.1,0,0,0,120,40,0,39,0
Blended Strawberry Lemonade,grande,no milk,cold,without whip,473,200,0.1,0,0,0,160,52,1,50,0
Blended Strawberry Lemonade,venti,no milk,cold,without whip,709,280,0.1,0,0,0,210,71,1,69,0
Chai Crème Frappuccino Blended,tall,non-fat milk,cold,without whip,354,140,0.1,0.1,0,0,150,33,0,32,20
Chai Crème Frappuccino Blended,tall,non-fat milk,cold,with whip,354,230,8,5,0.2,30,160,35,0,34,20
Chai Crème Frappuccino Blended,tall,two-percent milk,cold,without whip,354,160,2,1,0.1,10,160,32,0,32,20
Chai Crème Frappuccino Blended,tall,two-percent milk,cold,with whip,354,240,10,6,0.3,40,170,35,0,34,20
Chai Crème Frappuccino Blended,tall,whole milk,cold,without whip,354,170,3.5,2,0.1,10,150,32,0,32,20
Chai Crème Frappuccino Blended,tall,whole milk,cold,with whip,354,250,11,7,0.3,40,160,35,0,34,20
Chai Crème Frappuccino Blended,tall,soy milk,cold,without whip,354,150,1.5,0.2,0,0,150,31,0,29,20
Chai Crème Frappuccino Blended,tall,soy milk,cold,with whip,354,230,10,5,0.2,30,160,33,1,31,20
Chai Crème Frappuccino Blended,tall,coconut milk,cold,without whip,354,140,2,2,0,0,150,31,0,30,20
Chai Crème Frappuccino Blended,tall,coconut milk,cold,with whip,354,220,10,7,0.2,30,160,33,0,32,20
Chai Crème Frappuccino Blended,grande,non-fat milk,cold,without whip,473,210,0.1,0.1,0,5,210,49,0,48,40
Chai Crème Frappuccino Blended,grande,non-fat milk,cold,with whip,473,330,11,7,0.3,45,220,53,0,50,40
Chai Crème Frappuccino Blended,grande,two-percent milk,cold,without whip,473,230,2.5,1.5,0.1,10,220,49,0,48,40
Chai Crème Frappuccino Blended,grande,two-percent milk,cold,with whip,473,350,14,8,0.4,50,230,52,0,50,40
Chai Crème Frappuccino Blended,grande,whole milk,cold,without whip,473,250,4,2.5,0.1,15,210,49,0,48,40
Chai Crème Frappuccino Blended,grande,whole milk,cold,with whip,473,360,15,9,0.5,55,220,52,0,50,40
Chai Crème Frappuccino Blended,grande,soy milk,cold,without whip,473,220,2,0.3,0,0,210,47,1,45,40
Chai Crème Frappuccino Blended,grande,soy milk,cold,with whip,473,340,13,7,0.3,40,220,50,1,47,40
Chai Crème Frappuccino Blended,grande,coconut milk,cold,without whip,473,210,2.5,2.5,0,0,210,47,0,46,40
Chai Crème Frappuccino Blended,grande,coconut milk,cold,with whip,473,330,14,10,0.3,40,220,50,0,49,40
Chai Crème Frappuccino Blended,venti,non-fat milk,cold,without whip,709,290,0.2,0.1,0,5,310,66,0,65,40
Chai Crème Frappuccino Blended,venti,non-fat milk,cold,with whip,709,410,11,7,0.3,45,320,70,0,67,45
Chai Crème Frappuccino Blended,venti,two-percent milk,cold,without whip,709,330,4,2,0.1,15,320,66,0,65,45
Chai Crème Frappuccino Blended,venti,two-percent milk,cold,with whip,709,440,15,9,0.5,60,330,69,0,67,45
Chai Crème Frappuccino Blended,venti,whole milk,cold,without whip,709,350,7,4,0.2,20,310,66,0,65,45
Chai Crème Frappuccino Blended,venti,whole milk,cold,with whip,709,460,18,11,0.5,60,320,69,0,67,45
Chai Crème Frappuccino Blended,venti,soy milk,cold,without whip,709,300,3.5,0.4,0,0,300,63,1,60,45
Chai Crème Frappuccino Blended,venti,soy milk,cold,with whip,709,420,14,7,0.3,40,310,66,1,62,45
Chai Crème Frappuccino Blended,venti,coconut milk,cold,without whip,709,290,4.5,4,0,0,300,63,0,61,45
Chai Crème Frappuccino Blended,venti,coconut milk,cold,with whip,709,400,16,11,0.3,40,310,66,0,64,45
Double Chocolaty Chip Crème Frappuccino Blended,tall,non-fat milk,cold,without whip,354,200,3,2.5,0,0,190,39,2,36,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,non-fat milk,cold,with whip,354,280,11,7,0.3,30,200,42,2,39,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,two-percent milk,cold,without whip,354,210,5,3.5,0.1,10,190,38,2,35,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,two-percent milk,cold,with whip,354,300,13,9,0.3,40,200,42,2,38,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,whole milk,cold,without whip,354,220,6,4,0.1,10,190,38,2,35,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,whole milk,cold,with whip,354,310,14,9,0.4,40,200,42,2,38,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,soy milk,cold,without whip,354,200,4.5,2.5,0,0,180,37,2,33,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,soy milk,cold,with whip,354,290,13,7,0.3,30,190,40,2,36,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,coconut milk,cold,without whip,354,200,5,4.5,0,0,190,37,2,34,10
Double Chocolaty Chip Crème Frappuccino Blended,tall,coconut milk,cold,with whip,354,280,13,9,0.3,30,190,41,2,37,10
Double Chocolaty Chip Crème Frappuccino Blended,grande,non-fat milk,cold,without whip,473,270,4,3,0,5,250,53,2,49,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,non-fat milk,cold,with whip,473,390,15,10,0.4,45,270,58,2,52,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,two-percent milk,cold,without whip,473,290,7,5,0.1,10,260,53,2,49,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,two-percent milk,cold,with whip,473,410,18,12,0.5,50,270,57,2,52,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,whole milk,cold,without whip,473,300,8,6,0.2,15,260,53,2,49,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,whole milk,cold,with whip,473,420,20,13,0.5,55,270,57,2,52,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,soy milk,cold,without whip,473,270,6,3.5,0,0,250,51,3,45,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,soy milk,cold,with whip,473,400,17,10,0.4,40,260,55,3,49,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,coconut milk,cold,without whip,473,270,7,6,0,0,250,51,2,46,15
Double Chocolaty Chip Crème Frappuccino Blended,grande,coconut milk,cold,with whip,473,390,18,13,0.4,40,260,56,3,51,15
Double Chocolaty Chip Crème Frappuccino Blended,venti,non-fat milk,cold,without whip,709,360,6,4,0,5,350,71,3,66,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,non-fat milk,cold,with whip,709,480,17,11,0.4,45,360,76,3,69,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,two-percent milk,cold,without whip,709,390,9,7,0.2,15,360,71,3,65,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,two-percent milk,cold,with whip,709,510,21,14,0.5,55,370,76,3,69,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,whole milk,cold,without whip,709,410,12,8,0.2,20,350,71,3,65,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,whole milk,cold,with whip,709,540,23,15,0.5,60,360,76,3,69,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,soy milk,cold,without whip,709,370,8,4.5,0,0,340,68,4,61,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,soy milk,cold,with whip,709,490,20,12,0.4,40,350,72,4,64,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,coconut milk,cold,without whip,709,360,10,8,0,0,340,68,3,62,20
Double Chocolaty Chip Crème Frappuccino Blended,venti,coconut milk,cold,with whip,709,480,21,15,0.4,40,350,73,3,67,20
Green Tea Crème Frappuccino Blended,tall,non-fat milk,cold,without whip,354,210,0.2,0.1,0,0,170,47,1,46,50
Green Tea Crème Frappuccino Blended,tall,non-fat milk,cold,with whip,354,290,8,5,0.2,30,170,50,1,48,50
Green Tea Crème Frappuccino Blended,tall,two-percent milk,cold,without whip,354,230,2.5,1.5,0.1,10,170,47,1,46,50
Green Tea Crème Frappuccino Blended,tall,two-percent milk,cold,with whip,354,310,10,6,0.3,40,180,50,1,48,50
Green Tea Crème Frappuccino Blended,tall,whole milk,cold,without whip,354,240,3.5,2,0.1,10,170,47,1,46,50
Green Tea Crème Frappuccino Blended,tall,whole milk,cold,with whip,354,320,12,7,0.3,40,180,50,1,48,50
Green Tea Crème Frappuccino Blended,tall,soy milk,cold,without whip,354,220,2,0.2,0,0,160,46,1,44,50
Green Tea Crème Frappuccino Blended,tall,soy milk,cold,with whip,354,300,10,5,0.2,30,170,48,1,45,50
Green Tea Crème Frappuccino Blended,tall,coconut milk,cold,without whip,354,210,2.5,2.5,0,0,160,46,1,44,50
Green Tea Crème Frappuccino Blended,tall,coconut milk,cold,with whip,354,290,10,7,0.2,30,170,48,1,47,50
Green Tea Crème Frappuccino Blended,grande,non-fat milk,cold,without whip,473,280,0.3,0.1,0,5,220,64,1,63,70
Green Tea Crème Frappuccino Blended,grande,non-fat milk,cold,with whip,473,400,11,7,0.3,45,230,68,1,65,70
Green Tea Crème Frappuccino Blended,grande,two-percent milk,cold,without whip,473,300,3,1.5,0.1,10,230,64,1,63,70
Green Tea Crème Frappuccino Blended,grande,two-percent milk,cold,with whip,473,420,17,9,0.4,50,240,68,1,65,70
Green Tea Crème Frappuccino Blended,grande,whole milk,cold,without whip,473,320,4.5,2.5,0.1,15,220,64,1,63,70
Green Tea Crème Frappuccino Blended,grande,whole milk,cold,with whip,473,430,16,9,0.5,55,230,68,1,65,70
Green Tea Crème Frappuccino Blended,grande,soy milk,cold,without whip,473,290,2.5,0.3,0,0,220,62,2,60,70
Green Tea Crème Frappuccino Blended,grande,soy milk,cold,with whip,473,400,13,7,0.3,40,230,65,2,62,70
Green Tea Crème Frappuccino Blended,grande,coconut milk,cold,without whip,473,280,3,3,0,0,220,62,1,61,70
Green Tea Crème Frappuccino Blended,grande,coconut milk,cold,with whip,473,390,14,10,0.3,40,230,66,1,64,70
Green Tea Crème Frappuccino Blended,venti,non-fat milk,cold,without whip,709,390,0.4,0.1,0,5,310,88,2,86,95
Green Tea Crème Frappuccino Blended,venti,non-fat milk,cold,with whip,709,500,12,7,0.3,45,320,91,2,88,95
Green Tea Crème Frappuccino Blended,venti,two-percent milk,cold,without whip,709,420,4,2.5,0.2,15,320,87,2,86,95
Green Tea Crème Frappuccino Blended,venti,two-percent milk,cold,with whip,709,530,15,10,0.5,55,330,91,2,88,95
Green Tea Crème Frappuccino Blended,venti,whole milk,cold,without whip,709,440,7,4,0.2,20,310,87,2,86,95
Green Tea Crème Frappuccino Blended,venti,whole milk,cold,with whip,709,550,18,11,0.5,60,320,91,2,88,95
Green Tea Crème Frappuccino Blended,venti,soy milk,cold,without whip,709,400,3.5,0.4,0,0,300,84,2,81,95
Green Tea Crème Frappuccino Blended,venti,soy milk,cold,with whip,709,510,15,7,0.3,40,310,87,2,83,95
Green Tea Crème Frappuccino Blended,venti,coconut milk,cold,without whip,709,380,4.5,4,0,0,300,85,2,82,95
Green Tea Crème Frappuccino Blended,venti,coconut milk,cold,with whip,709,500,16,11,0.3,40,310,88,2,85,95
Cinnamon Chai Crème Frappuccino Blended,tall,non-fat milk,cold,without whip,354,140,0.1,0,0,0,135,30,0,30,20
Cinnamon Chai Crème Frappuccino Blended,tall,non-fat milk,cold,with whip,354,220,8,5,0.2,30,140,33,0,32,20
Cinnamon Chai Crème Frappuccino Blended,tall,two-percent milk,cold,without whip,354,150,2,1,0.1,5,140,30,0,29,20
Cinnamon Chai Crème Frappuccino Blended,tall,two-percent milk,cold,with whip,354,230,10,6,0.3,35,150,33,0,32,20
Cinnamon Chai Crème Frappuccino Blended,tall,whole milk,cold,without whip,354,160,3,1.5,0.1,10,135,30,0,29,20
Cinnamon Chai Crème Frappuccino Blended,tall,whole milk,cold,with whip,354,240,11,7,0.3,40,140,33,0,32,20
Cinnamon Chai Crème Frappuccino Blended,tall,soy milk,cold,without whip,354,140,1.5,0.2,0,0,130,29,0,27,20
Cinnamon Chai Crème Frappuccino Blended,tall,soy milk,cold,with whip,354,220,9,5,0.2,30,140,31,0,30,20
Cinnamon Chai Crème Frappuccino Blended,tall,coconut milk,cold,without whip,354,140,2,2,0,0,135,29,0,28,20
Cinnamon Chai Crème Frappuccino Blended,tall,coconut milk,cold,with whip,354,220,10,7,0.2,30,140,31,0,30,20
Cinnamon Chai Crème Frappuccino Blended,grande,non-fat milk,cold,without whip,473,190,0.1,0.1,0,0,180,42,0,41,25
Cinnamon Chai Crème Frappuccino Blended,grande,non-fat milk,cold,with whip,473,300,11,7,0.3,45,200,45,0,44,25
Cinnamon Chai Crème Frappuccino Blended,grande,two-percent milk,cold,without whip,473,200,2,1.5,0.1,10,190,42,0,41,25
Cinnamon Chai Crème Frappuccino Blended,grande,two-percent milk,cold,with whip,473,320,13,8,0.4,50,200,45,0,44,25
Cinnamon Chai Crème Frappuccino Blended,grande,whole milk,cold,without whip,473,220,3.5,2,0.1,10,180,42,0,41,25
Cinnamon Chai Crème Frappuccino Blended,grande,whole milk,cold,with whip,473,330,15,9,0.4,50,200,45,0,44,25
Cinnamon Chai Crème Frappuccino Blended,grande,soy milk,cold,without whip,473,190,2,0.2,0,0,180,40,0,38,25
Cinnamon Chai Crème Frappuccino Blended,grande,soy milk,cold,with whip,473,310,13,7,0.3,40,190,43,0,41,25
Cinnamon Chai Crème Frappuccino Blended,grande,coconut milk,cold,without whip,473,190,2.5,2.5,0,0,180,40,0,39,25
Cinnamon Chai Crème Frappuccino Blended,grande,coconut milk,cold,with whip,473,300,14,9,0.3,40,190,43,0,42,25
Cinnamon Chai Crème Frappuccino Blended,venti,non-fat milk,cold,without whip,709,260,0.1,0.1,0,5,260,59,0,58,40
Cinnamon Chai Crème Frappuccino Blended,venti,non-fat milk,cold,with whip,709,380,11,7,0.3,45,270,63,0,61,40
Cinnamon Chai Crème Frappuccino Blended,venti,two-percent milk,cold,without whip,709,290,3.5,2,0.1,15,270,59,0,57,40
Cinnamon Chai Crème Frappuccino Blended,venti,two-percent milk,cold,with whip,709,410,15,9,0.5,55,280,62,0,61,40
Cinnamon Chai Crème Frappuccino Blended,venti,whole milk,cold,without whip,709,310,6,3,0.2,15,260,59,0,57,40
Cinnamon Chai Crème Frappuccino Blended,venti,whole milk,cold,with whip,709,420,17,10,0.5,60,280,62,0,61,40
Cinnamon Chai Crème Frappuccino Blended,venti,soy milk,cold,without whip,709,270,2.5,0.4,0,0,260,56,1,53,40
Cinnamon Chai Crème Frappuccino Blended,venti,soy milk,cold,with whip,709,390,14,7,0.3,40,270,59,1,56,40
Cinnamon Chai Crème Frappuccino Blended,venti,coconut milk,cold,without whip,709,270,4,3.5,0,0,260,57,0,55,40
Cinnamon Chai Crème Frappuccino Blended,venti,coconut milk,cold,with whip,709,380,15,11,0.3,40,270,60,0,58,40
Strawberries & Crème Frappuccino Blended,tall,non-fat milk,cold,without whip,354,170,0.1,0.1,0,0,140,38,0,37,0
Strawberries & Crème Frappuccino Blended,tall,non-fat milk,cold,with whip,354,250,8,5,0.2,30,150,41,0,39,0
Strawberries & Crème Frappuccino Blended,tall,two-percent milk,cold,without whip,354,180,2,1,0.1,5,150,38,0,37,0
Strawberries & Crème Frappuccino Blended,tall,two-percent milk,cold,with whip,354,260,10,6,0.3,35,160,40,0,39,0
Strawberries & Crème Frappuccino Blended,tall,whole milk,cold,without whip,354,190,3,1.5,0.1,10,140,38,0,37,0
Strawberries & Crème Frappuccino Blended,tall,whole milk,cold,with whip,354,270,11,7,0.3,40,150,40,0,39,0
Strawberries & Crème Frappuccino Blended,tall,soy milk,cold,without whip,354,170,1.5,0.2,0,0,140,37,1,35,0
Strawberries & Crème Frappuccino Blended,tall,soy milk,cold,with whip,354,250,9,5,0.2,30,150,39,1,37,0
Strawberries & Crème Frappuccino Blended,tall,coconut milk,cold,without whip,354,170,2,2,0,0,140,37,0,35,0
Strawberries & Crème Frappuccino Blended,tall,coconut milk,cold,with whip,354,250,10,7,0.2,30,150,39,0,38,0
Strawberries & Crème Frappuccino Blended,grande,non-fat milk,cold,without whip,473,230,0.2,0.1,0,0,200,53,0,52,0
Strawberries & Crème Frappuccino Blended,grande,non-fat milk,cold,with whip,473,340,11,7,0.3,45,210,56,0,54,0
Strawberries & Crème Frappuccino Blended,grande,two-percent milk,cold,without whip,473,250,2.5,1.5,0.1,10,200,53,0,51,0
Strawberries & Crème Frappuccino Blended,grande,two-percent milk,cold,with whip,473,360,14,8,0.4,50,210,56,0,54,0
Strawberries & Crème Frappuccino Blended,grande,whole milk,cold,without whip,473,260,4,2,0.1,10,200,53,0,51,0
Strawberries & Crème Frappuccino Blended,grande,whole milk,cold,with whip,473,370,15,9,0.4,55,210,56,0,54,0
Strawberries & Crème Frappuccino Blended,grande,soy milk,cold,without whip,473,240,2,0.2,0,0,190,51,1,49,0
Strawberries & Crème Frappuccino Blended,grande,soy milk,cold,with whip,473,350,13,7,0.3,40,200,54,1,51,0
Strawberries & Crème Frappuccino Blended,grande,coconut milk,cold,without whip,473,230,2.5,2.5,0,0,190,51,0,49,0
Strawberries & Crème Frappuccino Blended,grande,coconut milk,cold,with whip,473,340,14,9,0.3,40,200,54,0,53,0
Strawberries & Crème Frappuccino Blended,venti,non-fat milk,cold,without whip,709,300,0.2,0.1,0,5,270,70,0,68,0
Strawberries & Crème Frappuccino Blended,venti,non-fat milk,cold,with whip,709,420,11,7,0.3,45,280,73,0,70,0
Strawberries & Crème Frappuccino Blended,venti,two-percent milk,cold,without whip,709,330,3.5,2,0.1,15,280,69,0,68,0
Strawberries & Crème Frappuccino Blended,venti,two-percent milk,cold,with whip,709,450,15,9,0.5,55,290,73,0,70,0
Strawberries & Crème Frappuccino Blended,venti,whole milk,cold,without whip,709,350,6,3,0.2,15,270,69,0,68,0
Strawberries & Crème Frappuccino Blended,venti,whole milk,cold,with whip,709,460,17,10,0.5,60,280,73,0,70,0
Strawberries & Crème Frappuccino Blended,venti,soy milk,cold,without whip,709,310,3,0.4,0,0,260,67,1,63,0
Strawberries & Crème Frappuccino Blended,venti,soy milk,cold,with whip,709,430,14,7,0.3,40,270,70,1,66,0
Strawberries & Crème Frappuccino Blended,venti,coconut milk,cold,without whip,709,300,3.5,3.5,0,0,260,67,1,65,0
Strawberries & Crème Frappuccino Blended,venti,coconut milk,cold,with whip,709,420,15,10,0.3,40,370,70,1,68,0
Vanilla Bean Crème Frappuccino Blended,tall,non-fat milk,cold,without whip,354,170,0.1,0.1,0,0,160,39,0,38,0
Vanilla Bean Crème Frappuccino Blended,tall,non-fat milk,cold,with whip,354,250,8,5,0.2,30,170,41,0,40,0
Vanilla Bean Crème Frappuccino Blended,tall,two-percent milk,cold,without whip,354,190,2,1,0.1,10,170,39,0,38,0
Vanilla Bean Crème Frappuccino Blended,tall,two-percent milk,cold,with whip,354,270,10,6,0.3,40,170,41,0,39,0
Vanilla Bean Crème Frappuccino Blended,tall,whole milk,cold,without whip,354,200,3.5,2,0.1,10,160,39,0,38,0
Vanilla Bean Crème Frappuccino Blended,tall,whole milk,cold,with whip,354,280,11,7,0.3,40,170,41,0,39,0
Vanilla Bean Crème Frappuccino Blended,tall,soy milk,cold,without whip,354,180,1.5,0.2,0,0,160,37,1,35,0
Vanilla Bean Crème Frappuccino Blended,tall,soy milk,cold,with whip,354,260,10,5,0.2,30,160,39,1,37,0
Vanilla Bean Crème Frappuccino Blended,tall,coconut milk,cold,without whip,354,170,2.5,2,0,0,160,37,0,36,0
